DateTime,Power_Training_Predicted_Values
00:00.0,3.7289944
00:00.0,0.6596042
00:00.0,0.24413955
00:00.0,0.5594727
00:00.0,1.5252382
00:00.0,3.255926
00:00.0,5.7508435
00:00.0,7.1187286
00:00.0,6.618415
00:00.0,5.9652243
00:00.0,9.957664
00:00.0,17.159628
00:00.0,3.3293178
00:00.0,0.61588883
00:00.0,0.27038595
00:00.0,0.09589869
00:00.0,-0.034749568
00:00.0,-0.1105572
00:00.0,-0.115532756
00:00.0,-0.094352126
00:00.0,-0.19499266
00:00.0,-0.12492126
00:00.0,0.25077432
00:00.0,0.3358425
00:00.0,2.3534107
00:00.0,0.7532886
00:00.0,0.28834444
00:00.0,2.3263786
00:00.0,8.564123
00:00.0,9.602317
00:00.0,8.28301
00:00.0,11.469736
00:00.0,16.529007
00:00.0,20.700256
00:00.0,23.080679
00:00.0,30.98689
00:00.0,16.269045
00:00.0,24.448494
00:00.0,40.773727
00:00.0,15.41449
00:00.0,21.713795
00:00.0,25.211132
00:00.0,27.214926
00:00.0,30.92496
00:00.0,28.47378
00:00.0,20.31768
00:00.0,28.284416
00:00.0,29.585861
00:00.0,19.967384
00:00.0,18.869812
00:00.0,24.814402
00:00.0,16.117506
00:00.0,22.438095
00:00.0,24.097858
00:00.0,21.721312
00:00.0,31.494392
00:00.0,35.00152
00:00.0,36.10927
00:00.0,29.905878
00:00.0,19.701828
00:00.0,15.816748
00:00.0,27.562584
00:00.0,24.585297
00:00.0,15.637461
00:00.0,10.574709
00:00.0,9.915018
00:00.0,9.72965
00:00.0,7.961576
00:00.0,7.9665284
00:00.0,5.7234774
00:00.0,4.7636685
00:00.0,6.3998084
00:00.0,4.294572
00:00.0,4.871572
00:00.0,13.490453
00:00.0,12.133307
00:00.0,8.834915
00:00.0,12.887219
00:00.0,13.028274
00:00.0,13.083228
00:00.0,13.338871
00:00.0,15.811853
00:00.0,16.625437
00:00.0,11.208156
00:00.0,31.373388
00:00.0,38.207382
00:00.0,32.430084
00:00.0,33.154903
00:00.0,28.473175
00:00.0,19.092192
00:00.0,20.022642
00:00.0,21.424734
00:00.0,13.887591
00:00.0,11.334527
00:00.0,9.25844
00:00.0,8.106558
00:00.0,13.06523
00:00.0,1.6767879
00:00.0,2.0592146
00:00.0,6.7987847
00:00.0,6.985538
00:00.0,8.850649
00:00.0,12.808708
00:00.0,17.379171
00:00.0,20.901737
00:00.0,22.205673
00:00.0,14.959608
00:00.0,28.183771
00:00.0,41.145065
00:00.0,50.36148
00:00.0,49.51755
00:00.0,39.507797
00:00.0,26.08386
00:00.0,19.028774
00:00.0,26.807106
00:00.0,26.238098
00:00.0,15.84041
00:00.0,11.5991955
00:00.0,5.1167884
00:00.0,1.3436389
00:00.0,5.130498
00:00.0,0.5634105
00:00.0,0.08779168
00:00.0,0.47783726
00:00.0,0.9184538
00:00.0,1.193636
00:00.0,2.168144
00:00.0,3.3676085
00:00.0,4.3617306
00:00.0,3.785963
00:00.0,14.91694
00:00.0,25.088783
00:00.0,8.616126
00:00.0,21.079123
00:00.0,20.5408
00:00.0,15.382203
00:00.0,11.505935
00:00.0,8.853383
00:00.0,4.9622464
00:00.0,0.8001635
00:00.0,0.5849852
00:00.0,0.261923
00:00.0,0.2386772
00:00.0,0.21566135
00:00.0,0.20768043
00:00.0,0.15573335
00:00.0,-0.00480026
00:00.0,0.16181687
00:00.0,0.3386145
00:00.0,0.2246351
00:00.0,0.13272405
00:00.0,0.10296124
00:00.0,0.13729686
00:00.0,0.14801568
00:00.0,0.13016465
00:00.0,0.41043866
00:00.0,3.1122198
00:00.0,1.936131
00:00.0,5.9951825
00:00.0,1.60097
00:00.0,4.1275544
00:00.0,1.0975511
00:00.0,3.0671377
00:00.0,0.49456862
00:00.0,2.0349846
00:00.0,2.6731954
00:00.0,6.378862
00:00.0,12.930472
00:00.0,10.358248
00:00.0,2.2185273
00:00.0,0.5189226
00:00.0,0.37072372
00:00.0,0.076943696
00:00.0,0.023404181
00:00.0,0.007464588
00:00.0,0.020459592
00:00.0,0.035585403
00:00.0,0.013514757
00:00.0,0.0458194
00:00.0,0.21780169
00:00.0,0.28986531
00:00.0,1.8491855
00:00.0,2.9061756
00:00.0,0.32425764
00:00.0,1.3616741
00:00.0,0.96518433
00:00.0,2.683852
00:00.0,1.3255234
00:00.0,1.5883508
00:00.0,2.1588423
00:00.0,3.7686658
00:00.0,5.414315
00:00.0,19.550632
00:00.0,18.08934
00:00.0,5.010785
00:00.0,1.8263459
00:00.0,4.304611
00:00.0,11.105238
00:00.0,11.971867
00:00.0,16.166853
00:00.0,25.412493
00:00.0,27.739283
00:00.0,41.895237
00:00.0,45.86607
00:00.0,51.87152
00:00.0,35.971622
00:00.0,47.90378
00:00.0,42.42657
00:00.0,4.2274847
00:00.0,24.697027
00:00.0,12.340162
00:00.0,2.408142
00:00.0,13.812409
00:00.0,4.1819158
00:00.0,1.6694555
00:00.0,14.937587
00:00.0,20.631338
00:00.0,3.6930268
00:00.0,6.5795507
00:00.0,3.2365248
00:00.0,4.597238
00:00.0,5.2711053
00:00.0,12.33681
00:00.0,4.984422
00:00.0,8.114266
00:00.0,9.980363
00:00.0,13.963438
00:00.0,7.5399084
00:00.0,16.379715
00:00.0,17.22055
00:00.0,15.056358
00:00.0,10.524161
00:00.0,17.550354
00:00.0,9.1707735
00:00.0,6.587275
00:00.0,6.873633
00:00.0,6.561821
00:00.0,19.766336
00:00.0,23.235256
00:00.0,23.961212
00:00.0,27.591785
00:00.0,12.384643
00:00.0,3.3233602
00:00.0,7.3158484
00:00.0,8.883789
00:00.0,4.94284
00:00.0,6.859645
00:00.0,5.783474
00:00.0,5.326427
00:00.0,8.099974
00:00.0,11.300489
00:00.0,17.019154
00:00.0,14.880121
00:00.0,21.661228
00:00.0,22.538704
00:00.0,19.63762
00:00.0,11.789077
00:00.0,14.517707
00:00.0,14.278594
00:00.0,8.616653
00:00.0,6.37082
00:00.0,4.680212
00:00.0,4.416919
00:00.0,4.241093
00:00.0,2.1010194
00:00.0,0.43367195
00:00.0,3.584074
00:00.0,3.7302976
00:00.0,8.099133
00:00.0,17.290714
00:00.0,22.139574
00:00.0,34.090553
00:00.0,42.764057
00:00.0,36.6226
00:00.0,39.7359
00:00.0,43.265438
00:00.0,47.288406
00:00.0,36.424328
00:00.0,23.142023
00:00.0,20.530228
00:00.0,18.46929
00:00.0,24.530018
00:00.0,17.401497
00:00.0,7.89298
00:00.0,11.211622
00:00.0,9.06247
00:00.0,8.91326
00:00.0,3.3120663
00:00.0,4.244563
00:00.0,6.1049023
00:00.0,2.6668222
00:00.0,3.6179066
00:00.0,4.7534933
00:00.0,5.508877
00:00.0,5.2093787
00:00.0,5.4117446
00:00.0,4.86253
00:00.0,4.8141747
00:00.0,5.881723
00:00.0,14.323416
00:00.0,14.46306
00:00.0,25.38089
00:00.0,22.706728
00:00.0,21.513432
00:00.0,20.47047
00:00.0,18.349163
00:00.0,16.106579
00:00.0,9.751686
00:00.0,13.578955
00:00.0,9.985889
00:00.0,5.0616045
00:00.0,9.067159
00:00.0,3.087961
00:00.0,0.40146756
00:00.0,0.21523038
00:00.0,3.102054
00:00.0,1.1429156
00:00.0,2.1623864
00:00.0,3.502587
00:00.0,8.7268715
00:00.0,5.9790416
00:00.0,6.194679
00:00.0,17.333975
00:00.0,20.848387
00:00.0,14.734215
00:00.0,20.340652
00:00.0,17.057974
00:00.0,9.038524
00:00.0,20.540352
00:00.0,37.619095
00:00.0,27.266867
00:00.0,20.202667
00:00.0,21.810543
00:00.0,19.400307
00:00.0,13.707474
00:00.0,12.885171
00:00.0,5.555523
00:00.0,0.8768996
00:00.0,0.6438757
00:00.0,4.4356284
00:00.0,5.6316223
00:00.0,9.577867
00:00.0,12.087702
00:00.0,15.772966
00:00.0,24.254417
00:00.0,31.16387
00:00.0,30.233
00:00.0,43.230442
00:00.0,52.01336
00:00.0,54.866547
00:00.0,56.009983
00:00.0,53.75655
00:00.0,44.941906
00:00.0,41.34363
00:00.0,42.479057
00:00.0,33.800076
00:00.0,25.745512
00:00.0,22.373476
00:00.0,19.314274
00:00.0,12.668384
00:00.0,7.938147
00:00.0,0.7936602
00:00.0,1.0568393
00:00.0,4.353861
00:00.0,5.180452
00:00.0,6.173039
00:00.0,5.678158
00:00.0,3.525408
00:00.0,3.0604072
00:00.0,3.300002
00:00.0,1.8975704
00:00.0,11.632354
00:00.0,3.0293891
00:00.0,15.998065
00:00.0,22.492937
00:00.0,15.774363
00:00.0,10.490718
00:00.0,9.050936
00:00.0,10.255135
00:00.0,10.27458
00:00.0,8.568822
00:00.0,20.771187
00:00.0,1.491668
00:00.0,0.37649995
00:00.0,0.26677915
00:00.0,0.1052174
00:00.0,-0.005427778
00:00.0,0.03468728
00:00.0,0.005303979
00:00.0,0.3617808
00:00.0,0.7156601
00:00.0,0.5827337
00:00.0,1.0495062
00:00.0,1.9512591
00:00.0,9.570877
00:00.0,35.463764
00:00.0,36.508846
00:00.0,35.42084
00:00.0,47.58929
00:00.0,44.88541
00:00.0,33.69002
00:00.0,32.66293
00:00.0,30.579176
00:00.0,29.841679
00:00.0,31.738955
00:00.0,15.936176
00:00.0,14.509661
00:00.0,18.051968
00:00.0,19.139677
00:00.0,15.48663
00:00.0,17.663177
00:00.0,22.553425
00:00.0,24.812769
00:00.0,28.700262
00:00.0,33.613594
00:00.0,38.50528
00:00.0,47.43312
00:00.0,41.64409
00:00.0,25.113234
00:00.0,40.815453
00:00.0,28.35861
00:00.0,51.495224
00:00.0,51.58209
00:00.0,55.38646
00:00.0,51.231163
00:00.0,48.575623
00:00.0,41.891865
00:00.0,38.21594
00:00.0,35.046253
00:00.0,27.042562
00:00.0,23.164337
00:00.0,22.974274
00:00.0,19.78568
00:00.0,4.253955
00:00.0,20.806622
00:00.0,17.531614
00:00.0,18.031628
00:00.0,13.461732
00:00.0,13.401168
00:00.0,22.96746
00:00.0,29.454082
00:00.0,33.405544
00:00.0,32.789207
00:00.0,53.527542
00:00.0,48.34416
00:00.0,55.251286
00:00.0,51.931705
00:00.0,49.483887
00:00.0,38.730385
00:00.0,34.39217
00:00.0,30.789864
00:00.0,35.04665
00:00.0,31.433605
00:00.0,32.933735
00:00.0,29.41851
00:00.0,28.085073
00:00.0,26.695955
00:00.0,3.605359
00:00.0,6.747772
00:00.0,13.514065
00:00.0,12.262822
00:00.0,9.258515
00:00.0,11.134124
00:00.0,6.817512
00:00.0,7.271364
00:00.0,9.01237
00:00.0,18.427605
00:00.0,24.361223
00:00.0,28.83848
00:00.0,42.2254
00:00.0,29.083593
00:00.0,29.513285
00:00.0,36.737556
00:00.0,31.93309
00:00.0,35.624348
00:00.0,18.73565
00:00.0,11.333169
00:00.0,9.311496
00:00.0,9.211984
00:00.0,7.2082443
00:00.0,7.9505606
00:00.0,1.0200038
00:00.0,1.460558
00:00.0,1.9762776
00:00.0,6.1196446
00:00.0,4.808676
00:00.0,2.1353424
00:00.0,7.6893516
00:00.0,5.341265
00:00.0,7.240157
00:00.0,9.469358
00:00.0,21.952251
00:00.0,31.204544
00:00.0,38.202435
00:00.0,36.865547
00:00.0,38.82034
00:00.0,34.074696
00:00.0,22.643852
00:00.0,14.575997
00:00.0,12.525164
00:00.0,9.883759
00:00.0,10.822479
00:00.0,6.669249
00:00.0,3.1621397
00:00.0,0.99074364
00:00.0,0.3377097
00:00.0,0.25106236
00:00.0,3.1669097
00:00.0,3.121496
00:00.0,3.2860057
00:00.0,2.8538737
00:00.0,0.73316884
00:00.0,2.6673543
00:00.0,2.219136
00:00.0,8.242568
00:00.0,17.130398
00:00.0,19.63038
00:00.0,26.689856
00:00.0,25.764978
00:00.0,20.818996
00:00.0,20.27475
00:00.0,7.7580304
00:00.0,2.7129421
00:00.0,0.33314654
00:00.0,0.07801479
00:00.0,0.10928899
00:00.0,0.02621919
00:00.0,0.047688365
00:00.0,0.048789203
00:00.0,0.023704648
00:00.0,-0.083725154
00:00.0,-0.07832742
00:00.0,-0.05379063
00:00.0,0.03157127
00:00.0,0.08618045
00:00.0,0.085445344
00:00.0,0.08335614
00:00.0,0.47627217
00:00.0,0.6329235
00:00.0,0.25907582
00:00.0,0.084895074
00:00.0,0.027346551
00:00.0,0.10302609
00:00.0,0.6822011
00:00.0,2.070102
00:00.0,0.77138704
00:00.0,0.38887376
00:00.0,0.22648373
00:00.0,0.22852519
00:00.0,0.38354212
00:00.0,0.21628052
00:00.0,0.18203181
00:00.0,0.16535214
00:00.0,0.10222542
00:00.0,-0.039484143
00:00.0,-0.062188685
00:00.0,0.04803151
00:00.0,0.2603352
00:00.0,0.4523695
00:00.0,0.4288317
00:00.0,0.18462974
00:00.0,0.18898058
00:00.0,0.76149744
00:00.0,2.698009
00:00.0,21.851627
00:00.0,22.297148
00:00.0,8.18112
00:00.0,11.517276
00:00.0,6.076079
00:00.0,5.4805336
00:00.0,5.027943
00:00.0,6.6666913
00:00.0,6.446959
00:00.0,15.269639
00:00.0,20.311176
00:00.0,23.401585
00:00.0,23.580994
00:00.0,9.899289
00:00.0,4.3665366
00:00.0,5.7009954
00:00.0,7.312776
00:00.0,14.286357
00:00.0,35.180996
00:00.0,28.168854
00:00.0,20.892431
00:00.0,28.720373
00:00.0,34.62289
00:00.0,49.768314
00:00.0,31.2844
00:00.0,32.0731
00:00.0,45.719814
00:00.0,46.562267
00:00.0,26.314415
00:00.0,22.369148
00:00.0,30.763699
00:00.0,32.47316
00:00.0,21.399582
00:00.0,16.78933
00:00.0,21.320145
00:00.0,21.821735
00:00.0,9.171241
00:00.0,19.32766
00:00.0,20.037094
00:00.0,7.1672797
00:00.0,22.893427
00:00.0,17.985098
00:00.0,4.6668186
00:00.0,14.961847
00:00.0,5.4859376
00:00.0,16.024324
00:00.0,27.458761
00:00.0,32.975796
00:00.0,38.10503
00:00.0,38.279854
00:00.0,42.55997
00:00.0,52.51204
00:00.0,44.331795
00:00.0,49.249805
00:00.0,47.925114
00:00.0,44.651867
00:00.0,39.165485
00:00.0,44.336445
00:00.0,46.20862
00:00.0,14.803299
00:00.0,20.302876
00:00.0,14.54783
00:00.0,11.211619
00:00.0,29.338932
00:00.0,12.96364
00:00.0,14.85045
00:00.0,14.996536
00:00.0,5.888089
00:00.0,10.444046
00:00.0,8.367525
00:00.0,6.3867555
00:00.0,12.85537
00:00.0,6.708348
00:00.0,4.1267886
00:00.0,1.0251352
00:00.0,0.68572515
00:00.0,0.28794533
00:00.0,0.1409801
00:00.0,3.0613294
00:00.0,9.554229
00:00.0,2.4276717
00:00.0,0.48679912
00:00.0,0.39824772
00:00.0,0.9563432
00:00.0,5.1166234
00:00.0,26.744492
00:00.0,10.082916
00:00.0,5.595415
00:00.0,46.610023
00:00.0,56.660435
00:00.0,15.930137
00:00.0,2.1361222
00:00.0,4.011785
00:00.0,12.300498
00:00.0,3.229688
00:00.0,3.907009
00:00.0,5.4055085
00:00.0,35.32356
00:00.0,29.236874
00:00.0,36.426094
00:00.0,28.474648
00:00.0,24.177097
00:00.0,21.55073
00:00.0,14.126015
00:00.0,8.320415
00:00.0,13.6981325
00:00.0,5.2549334
00:00.0,1.5125098
00:00.0,8.96036
00:00.0,2.4408112
00:00.0,4.153076
00:00.0,5.5131316
00:00.0,24.01747
00:00.0,25.455456
00:00.0,32.24423
00:00.0,37.597366
00:00.0,41.48762
00:00.0,43.61773
00:00.0,40.648045
00:00.0,33.23309
00:00.0,46.854683
00:00.0,31.199219
00:00.0,20.202217
00:00.0,26.775234
00:00.0,27.175709
00:00.0,27.695229
00:00.0,26.62006
00:00.0,40.89087
00:00.0,32.816666
00:00.0,37.870598
00:00.0,32.9291
00:00.0,14.407093
00:00.0,16.565422
00:00.0,21.395956
00:00.0,16.154692
00:00.0,26.982029
00:00.0,30.195883
00:00.0,33.591286
00:00.0,36.17867
00:00.0,22.034706
00:00.0,24.457895
00:00.0,18.51753
00:00.0,25.27317
00:00.0,17.428555
00:00.0,16.741623
00:00.0,9.223505
00:00.0,32.84075
00:00.0,42.576317
00:00.0,43.740128
00:00.0,41.76598
00:00.0,41.410202
00:00.0,33.802616
00:00.0,25.062565
00:00.0,42.013657
00:00.0,24.908083
00:00.0,28.313038
00:00.0,17.478682
00:00.0,36.382454
00:00.0,14.183836
00:00.0,14.784104
00:00.0,18.056053
00:00.0,20.114098
00:00.0,16.483425
00:00.0,11.632412
00:00.0,17.126682
00:00.0,22.575691
00:00.0,24.65097
00:00.0,31.4116
00:00.0,4.687228
00:00.0,19.091972
00:00.0,23.442059
00:00.0,20.797894
00:00.0,17.940783
00:00.0,8.122266
00:00.0,19.811495
00:00.0,29.825089
00:00.0,15.573598
00:00.0,19.751564
00:00.0,8.041361
00:00.0,8.584728
00:00.0,2.4858022
00:00.0,10.449873
00:00.0,9.272365
00:00.0,6.7266197
00:00.0,6.0248113
00:00.0,4.8277354
00:00.0,7.978675
00:00.0,7.454931
00:00.0,7.5985265
00:00.0,10.372211
00:00.0,6.179863
00:00.0,16.266914
00:00.0,11.147267
00:00.0,1.528172
00:00.0,4.4152794
00:00.0,10.336647
00:00.0,11.242867
00:00.0,10.852736
00:00.0,17.856148
00:00.0,14.018937
00:00.0,16.018959
00:00.0,26.061209
00:00.0,27.68868
00:00.0,19.87678
00:00.0,11.184774
00:00.0,5.233867
00:00.0,1.2048981
00:00.0,2.2053587
00:00.0,2.27891
00:00.0,1.7932909
00:00.0,4.172905
00:00.0,5.4271827
00:00.0,6.9514995
00:00.0,6.43177
00:00.0,12.067917
00:00.0,10.143537
00:00.0,14.185248
00:00.0,17.552969
00:00.0,31.018957
00:00.0,19.731615
00:00.0,14.290515
00:00.0,14.034596
00:00.0,8.278625
00:00.0,4.153375
00:00.0,8.883696
00:00.0,6.3924046
00:00.0,1.6788077
00:00.0,1.1402285
00:00.0,0.9958905
00:00.0,0.17388877
00:00.0,0.20549583
00:00.0,3.2163537
00:00.0,4.146732
00:00.0,5.7603655
00:00.0,4.760774
00:00.0,8.128438
00:00.0,7.1212196
00:00.0,7.759105
00:00.0,5.9172673
00:00.0,8.007033
00:00.0,8.859469
00:00.0,10.665886
00:00.0,6.6636677
00:00.0,7.6929245
00:00.0,13.450296
00:00.0,17.628511
00:00.0,12.112961
00:00.0,1.0945921
00:00.0,0.31058654
00:00.0,-0.001778066
00:00.0,0.001338601
00:00.0,-0.026882231
00:00.0,-0.0906592
00:00.0,-0.109885514
00:00.0,-0.083011985
00:00.0,-0.02597487
00:00.0,0.058287323
00:00.0,0.20923126
00:00.0,1.2824798
00:00.0,0.3877899
00:00.0,0.17062402
00:00.0,0.47221872
00:00.0,0.32108146
00:00.0,0.12096888
00:00.0,0.2015309
00:00.0,0.5266919
00:00.0,1.8971937
00:00.0,1.045114
00:00.0,0.5444149
00:00.0,0.23678619
00:00.0,0.13800472
00:00.0,0.04592687
00:00.0,0.051478922
00:00.0,0.095938146
00:00.0,0.119039536
00:00.0,0.37024426
00:00.0,1.9170163
00:00.0,0.25130844
00:00.0,0.1735127
00:00.0,0.43101683
00:00.0,3.6723595
00:00.0,16.698824
00:00.0,10.022793
00:00.0,10.021454
00:00.0,12.321556
00:00.0,18.76545
00:00.0,14.068555
00:00.0,21.46799
00:00.0,24.120882
00:00.0,43.051678
00:00.0,23.78546
00:00.0,37.26114
00:00.0,24.862007
00:00.0,32.162724
00:00.0,32.376366
00:00.0,32.95554
00:00.0,45.519245
00:00.0,36.530262
00:00.0,32.334965
00:00.0,45.55135
00:00.0,45.296566
00:00.0,12.984963
00:00.0,27.626104
00:00.0,35.56358
00:00.0,41.029095
00:00.0,37.11621
00:00.0,34.01173
00:00.0,10.059961
00:00.0,44.345592
00:00.0,15.530449
00:00.0,12.236774
00:00.0,20.62292
00:00.0,47.350445
00:00.0,30.857727
00:00.0,47.49843
00:00.0,49.96259
00:00.0,31.566765
00:00.0,28.674286
00:00.0,29.772194
00:00.0,11.189367
00:00.0,7.9572773
00:00.0,8.87219
00:00.0,10.727471
00:00.0,7.8582015
00:00.0,12.514561
00:00.0,9.919093
00:00.0,9.763953
00:00.0,11.318176
00:00.0,8.477338
00:00.0,5.1668463
00:00.0,12.781402
00:00.0,13.5787325
00:00.0,12.99087
00:00.0,16.688292
00:00.0,21.313726
00:00.0,29.989573
00:00.0,23.567049
00:00.0,6.0549035
00:00.0,2.0068383
00:00.0,5.146256
00:00.0,3.8971686
00:00.0,3.0203671
00:00.0,5.562665
00:00.0,11.418172
00:00.0,13.864988
00:00.0,3.9358222
00:00.0,1.735333
00:00.0,0.4671325
00:00.0,0.10596913
00:00.0,0.043383718
00:00.0,-0.04381013
00:00.0,0.122226745
00:00.0,0.0765425
00:00.0,0.021437883
00:00.0,0.14140347
00:00.0,6.1322136
00:00.0,3.8011563
00:00.0,1.9953797
00:00.0,0.4026603
00:00.0,0.20357502
00:00.0,0.086699426
00:00.0,0.19907373
00:00.0,1.0154935
00:00.0,0.3382448
00:00.0,0.033528984
00:00.0,-0.029194832
00:00.0,0.04921633
00:00.0,0.12296316
00:00.0,0.12701434
00:00.0,0.950204
00:00.0,1.8257465
00:00.0,3.8515594
00:00.0,2.1874712
00:00.0,0.5085267
00:00.0,0.2847612
00:00.0,0.8633492
00:00.0,1.2519208
00:00.0,3.0463626
00:00.0,5.673499
00:00.0,9.439911
00:00.0,14.03247
00:00.0,18.069445
00:00.0,18.649729
00:00.0,27.997032
00:00.0,37.63133
00:00.0,43.371967
00:00.0,50.514946
00:00.0,32.382957
00:00.0,17.671642
00:00.0,11.008448
00:00.0,20.563095
00:00.0,32.513386
00:00.0,28.96621
00:00.0,11.297785
00:00.0,21.550545
00:00.0,30.606499
00:00.0,26.20665
00:00.0,27.741262
00:00.0,31.596735
00:00.0,51.530025
00:00.0,49.763077
00:00.0,50.89202
00:00.0,46.182667
00:00.0,10.333073
00:00.0,2.4304433
00:00.0,5.525198
00:00.0,3.932502
00:00.0,32.979225
00:00.0,50.324245
00:00.0,44.857616
00:00.0,53.356987
00:00.0,45.13882
00:00.0,45.855232
00:00.0,34.484642
00:00.0,37.697044
00:00.0,36.03905
00:00.0,38.985554
00:00.0,33.918056
00:00.0,32.62232
00:00.0,34.067436
00:00.0,33.11135
00:00.0,21.096542
00:00.0,20.355972
00:00.0,18.76284
00:00.0,15.817315
00:00.0,10.524845
00:00.0,13.153451
00:00.0,9.016295
00:00.0,11.455766
00:00.0,10.930381
00:00.0,9.964823
00:00.0,18.868917
00:00.0,27.299309
00:00.0,41.795628
00:00.0,45.28576
00:00.0,46.46696
00:00.0,39.771885
00:00.0,20.915792
00:00.0,17.46209
00:00.0,20.362251
00:00.0,17.137041
00:00.0,42.281864
00:00.0,41.880405
00:00.0,52.46282
00:00.0,55.35572
00:00.0,31.723213
00:00.0,44.098454
00:00.0,34.873425
00:00.0,36.680637
00:00.0,39.414722
00:00.0,43.60069
00:00.0,45.905888
00:00.0,47.225502
00:00.0,51.0547
00:00.0,43.432796
00:00.0,52.93545
00:00.0,53.222374
00:00.0,53.13695
00:00.0,54.84268
00:00.0,53.422047
00:00.0,52.252857
00:00.0,55.53971
00:00.0,56.348038
00:00.0,52.914116
00:00.0,51.37904
00:00.0,49.582912
00:00.0,52.213074
00:00.0,53.6486
00:00.0,38.233482
00:00.0,48.51536
00:00.0,46.57422
00:00.0,35.266243
00:00.0,46.43262
00:00.0,48.19144
00:00.0,49.138515
00:00.0,44.006836
00:00.0,42.82655
00:00.0,38.76179
00:00.0,37.70553
00:00.0,37.16993
00:00.0,27.045286
00:00.0,21.139942
00:00.0,9.650943
00:00.0,16.506023
00:00.0,23.70936
00:00.0,12.8705435
00:00.0,14.201679
00:00.0,18.831396
00:00.0,35.5475
00:00.0,47.841324
00:00.0,41.549778
00:00.0,31.007652
00:00.0,19.794525
00:00.0,17.444786
00:00.0,20.933443
00:00.0,21.513302
00:00.0,22.503172
00:00.0,26.267475
00:00.0,29.73927
00:00.0,30.822578
00:00.0,36.90998
00:00.0,37.723213
00:00.0,36.59867
00:00.0,50.11792
00:00.0,49.068104
00:00.0,37.58353
00:00.0,30.413616
00:00.0,46.435093
00:00.0,34.133278
00:00.0,16.619333
00:00.0,20.40382
00:00.0,18.869602
00:00.0,4.867199
00:00.0,1.1457798
00:00.0,0.42867953
00:00.0,0.12981322
00:00.0,0.009575009
00:00.0,-0.007202506
00:00.0,0.0660395
00:00.0,0.48827422
00:00.0,0.69921124
00:00.0,0.2666538
00:00.0,0.15064645
00:00.0,0.42189825
00:00.0,0.091163576
00:00.0,0.10667187
00:00.0,1.5801542
00:00.0,3.8889124
00:00.0,0.46803567
00:00.0,0.25677788
00:00.0,0.4903767
00:00.0,0.43843544
00:00.0,0.4261701
00:00.0,0.8745488
00:00.0,0.40016323
00:00.0,0.19927216
00:00.0,0.086559296
00:00.0,0.103300214
00:00.0,0.11318129
00:00.0,0.423456
00:00.0,0.21825561
00:00.0,0.21693265
00:00.0,0.04738909
00:00.0,0.44629234
00:00.0,2.2759557
00:00.0,2.5627654
00:00.0,4.1807337
00:00.0,6.205504
00:00.0,5.039119
00:00.0,9.0131855
00:00.0,8.455194
00:00.0,17.601141
00:00.0,30.949131
00:00.0,38.82302
00:00.0,39.944347
00:00.0,41.541172
00:00.0,37.063885
00:00.0,29.227055
00:00.0,31.313272
00:00.0,32.240765
00:00.0,28.605556
00:00.0,19.186815
00:00.0,11.779036
00:00.0,6.7449894
00:00.0,8.480516
00:00.0,0.61321837
00:00.0,1.552278
00:00.0,1.3575883
00:00.0,2.8505957
00:00.0,3.1300042
00:00.0,4.6776524
00:00.0,8.08886
00:00.0,8.587371
00:00.0,9.796011
00:00.0,12.29253
00:00.0,22.84716
00:00.0,26.846607
00:00.0,21.423862
00:00.0,45.84559
00:00.0,29.779194
00:00.0,21.5476
00:00.0,31.57503
00:00.0,30.909012
00:00.0,24.721903
00:00.0,26.693293
00:00.0,30.584393
00:00.0,24.083212
00:00.0,22.032045
00:00.0,8.728086
00:00.0,2.3552034
00:00.0,3.4841094
00:00.0,3.4864762
00:00.0,7.7733603
00:00.0,11.544372
00:00.0,15.276325
00:00.0,20.56601
00:00.0,18.2031
00:00.0,18.013428
00:00.0,20.721931
00:00.0,44.501774
00:00.0,48.59968
00:00.0,49.699715
00:00.0,52.410934
00:00.0,53.831158
00:00.0,53.58888
00:00.0,55.613495
00:00.0,52.70067
00:00.0,37.21703
00:00.0,39.216145
00:00.0,43.54372
00:00.0,47.789284
00:00.0,51.337906
00:00.0,51.131393
00:00.0,35.051582
00:00.0,13.830041
00:00.0,6.15507
00:00.0,2.5295103
00:00.0,3.0013375
00:00.0,1.8810916
00:00.0,1.6819015
00:00.0,0.56506425
00:00.0,0.9188899
00:00.0,6.742384
00:00.0,7.463341
00:00.0,8.442836
00:00.0,3.8180215
00:00.0,1.1914029
00:00.0,0.30903402
00:00.0,0.09675753
00:00.0,0.2506335
00:00.0,0.1264391
00:00.0,0.077667475
00:00.0,0.08765489
00:00.0,0.0726555
00:00.0,0.12855664
00:00.0,0.7668733
00:00.0,0.35835272
00:00.0,0.10916716
00:00.0,0.041833043
00:00.0,0.045048118
00:00.0,0.001923025
00:00.0,0.35247716
00:00.0,0.47209
00:00.0,0.50130445
00:00.0,2.3623927
00:00.0,6.847847
00:00.0,11.23605
00:00.0,8.181854
00:00.0,21.497894
00:00.0,38.659977
00:00.0,43.24833
00:00.0,40.579704
00:00.0,33.608795
00:00.0,23.188301
00:00.0,17.4804
00:00.0,14.891633
00:00.0,18.745127
00:00.0,19.45618
00:00.0,16.54566
00:00.0,9.568641
00:00.0,3.220576
00:00.0,0.90088373
00:00.0,1.8101728
00:00.0,4.055833
00:00.0,4.040232
00:00.0,5.3635855
00:00.0,9.801158
00:00.0,9.354408
00:00.0,12.459673
