DateTime,Power_Training_Predicted_Values
00:00.0,0.3591307
00:00.0,0.7478716
00:00.0,0.67498523
00:00.0,0.7453188
00:00.0,5.5754724
00:00.0,15.77887
00:00.0,22.18296
00:00.0,21.869577
00:00.0,42.04636
00:00.0,39.880325
00:00.0,44.740276
00:00.0,47.83773
00:00.0,38.949852
00:00.0,35.085857
00:00.0,30.945938
00:00.0,20.733969
00:00.0,8.934778
00:00.0,12.629658
00:00.0,13.375549
00:00.0,11.719125
00:00.0,13.47429
00:00.0,16.581795
00:00.0,21.59615
00:00.0,26.144424
00:00.0,30.419996
00:00.0,43.74269
00:00.0,50.467392
00:00.0,6.3496923
00:00.0,2.848242
00:00.0,11.310356
00:00.0,10.612648
00:00.0,1.5500152
00:00.0,19.990448
00:00.0,12.128881
00:00.0,6.6886683
00:00.0,3.0747151
00:00.0,8.479078
00:00.0,2.59088
00:00.0,12.582427
00:00.0,0.99457043
00:00.0,2.0455363
00:00.0,11.056627
00:00.0,5.3874216
00:00.0,1.1318711
00:00.0,9.731005
00:00.0,1.0719547
00:00.0,3.3308015
00:00.0,1.7576082
00:00.0,0.5929724
00:00.0,0.2617585
00:00.0,6.8213987
00:00.0,6.45139
00:00.0,10.1028805
00:00.0,21.244915
00:00.0,22.026976
00:00.0,6.2260146
00:00.0,1.7297437
00:00.0,3.0903764
00:00.0,0.26462045
00:00.0,0.14880341
00:00.0,0.2893846
00:00.0,0.22795174
00:00.0,0.094839215
00:00.0,0.108053565
00:00.0,0.056234837
00:00.0,0.08048916
00:00.0,0.119755656
00:00.0,0.22707781
00:00.0,0.25890693
00:00.0,0.32652152
00:00.0,1.8417361
00:00.0,0.6502542
00:00.0,5.211456
00:00.0,8.299373
00:00.0,5.2800665
00:00.0,6.6170473
00:00.0,11.791891
00:00.0,2.7224636
00:00.0,5.476673
00:00.0,8.328149
00:00.0,15.165894
00:00.0,8.944019
00:00.0,2.771555
00:00.0,16.324696
00:00.0,19.191929
00:00.0,12.240648
00:00.0,21.431425
00:00.0,13.487015
00:00.0,13.200394
00:00.0,7.0185714
00:00.0,3.4773598
00:00.0,3.2732646
00:00.0,1.5728528
00:00.0,0.6244477
00:00.0,0.29381782
00:00.0,0.13261804
00:00.0,0.84587723
00:00.0,0.4215525
00:00.0,1.4650345
00:00.0,0.559685
00:00.0,0.2900567
00:00.0,0.94423616
00:00.0,5.0531054
00:00.0,9.1955805
00:00.0,17.233002
00:00.0,18.576508
00:00.0,26.276554
00:00.0,22.255535
00:00.0,17.836603
00:00.0,19.29866
00:00.0,11.6909485
00:00.0,6.846215
00:00.0,2.8707407
00:00.0,4.0068007
00:00.0,2.050482
00:00.0,1.0470889
00:00.0,8.771383
00:00.0,7.96606
00:00.0,8.18121
00:00.0,3.6371527
00:00.0,3.1576211
00:00.0,14.8390465
00:00.0,5.6455445
00:00.0,17.928364
00:00.0,31.243814
00:00.0,38.50407
00:00.0,41.327938
00:00.0,44.923855
00:00.0,40.611946
00:00.0,39.704582
00:00.0,35.130737
00:00.0,25.90537
00:00.0,32.43562
00:00.0,19.32491
00:00.0,20.534775
00:00.0,10.276392
00:00.0,6.527071
00:00.0,2.3332322
00:00.0,4.265237
00:00.0,6.236883
00:00.0,10.947656
00:00.0,15.67019
00:00.0,12.158642
00:00.0,10.704275
00:00.0,12.849864
00:00.0,10.816621
00:00.0,11.161317
00:00.0,6.903749
00:00.0,6.9907684
00:00.0,15.511417
00:00.0,16.309124
00:00.0,29.283825
00:00.0,17.978907
00:00.0,6.6857963
00:00.0,33.551743
00:00.0,50.03713
00:00.0,5.634387
00:00.0,17.637661
00:00.0,10.319636
00:00.0,22.42757
00:00.0,23.733082
00:00.0,6.066349
00:00.0,28.393028
00:00.0,2.0451767
00:00.0,2.6525376
00:00.0,2.3669243
00:00.0,7.853507
00:00.0,12.176054
00:00.0,2.8193374
00:00.0,12.721527
00:00.0,1.960633
00:00.0,1.505435
00:00.0,0.6833435
00:00.0,0.2244885
00:00.0,0.14403364
00:00.0,0.43813014
00:00.0,0.30610767
00:00.0,0.16175336
00:00.0,0.22531772
00:00.0,0.20621279
00:00.0,0.14748093
00:00.0,0.09088069
00:00.0,0.08849424
00:00.0,0.17200562
00:00.0,0.1276047
00:00.0,0.1436379
00:00.0,0.1799641
00:00.0,0.21968207
00:00.0,0.3552016
00:00.0,0.44696692
00:00.0,0.90191925
00:00.0,1.1136456
00:00.0,1.9969954
00:00.0,1.2718008
00:00.0,0.85856885
00:00.0,3.019706
00:00.0,1.3634679
00:00.0,1.1639113
00:00.0,1.3025817
00:00.0,2.1241186
00:00.0,12.965894
00:00.0,15.945367
00:00.0,9.03721
00:00.0,8.982026
00:00.0,2.206372
00:00.0,12.627317
00:00.0,12.433615
00:00.0,16.793612
00:00.0,3.3608334
00:00.0,5.311121
00:00.0,15.48592
00:00.0,22.210121
00:00.0,23.101091
00:00.0,21.03331
00:00.0,28.973156
00:00.0,29.98493
00:00.0,28.73399
00:00.0,32.471214
00:00.0,32.95731
00:00.0,25.965385
00:00.0,31.869379
00:00.0,40.36005
00:00.0,43.238064
00:00.0,46.06068
00:00.0,36.48751
00:00.0,35.10415
00:00.0,25.542578
00:00.0,27.643665
00:00.0,42.932343
00:00.0,50.53755
00:00.0,30.125368
00:00.0,25.399954
00:00.0,10.538679
00:00.0,7.703896
00:00.0,10.510812
00:00.0,18.743193
00:00.0,23.321396
00:00.0,25.572857
00:00.0,26.747555
00:00.0,28.072418
00:00.0,31.409964
00:00.0,31.266052
00:00.0,32.867683
00:00.0,24.589415
00:00.0,20.817331
00:00.0,29.35167
00:00.0,36.378407
00:00.0,41.03847
00:00.0,41.313087
00:00.0,40.723667
00:00.0,45.79355
00:00.0,36.829025
00:00.0,43.10829
00:00.0,43.64316
00:00.0,38.661816
00:00.0,22.996014
00:00.0,8.740851
00:00.0,9.568511
00:00.0,8.702891
00:00.0,8.90543
00:00.0,13.683548
00:00.0,18.926083
00:00.0,12.98511
00:00.0,16.041437
00:00.0,19.891493
00:00.0,24.625505
00:00.0,30.229395
00:00.0,13.198444
00:00.0,21.315964
00:00.0,17.874836
00:00.0,35.09725
00:00.0,39.699127
00:00.0,42.964214
00:00.0,47.288696
00:00.0,42.997402
00:00.0,35.755196
00:00.0,34.25275
00:00.0,22.081238
00:00.0,14.580406
00:00.0,8.867585
00:00.0,1.9993043
00:00.0,4.7945976
00:00.0,5.969366
00:00.0,8.596399
00:00.0,10.451629
00:00.0,15.540802
00:00.0,19.221262
00:00.0,21.345043
00:00.0,22.704575
00:00.0,20.556921
00:00.0,20.893192
00:00.0,18.672045
00:00.0,18.914875
00:00.0,23.434835
00:00.0,23.531277
00:00.0,18.772633
00:00.0,15.923815
00:00.0,16.742552
00:00.0,26.838306
00:00.0,29.325073
00:00.0,25.42498
00:00.0,17.30618
00:00.0,9.049177
00:00.0,6.484294
00:00.0,1.4602917
00:00.0,3.2240462
00:00.0,2.3420856
00:00.0,2.2771225
00:00.0,5.947319
00:00.0,6.3270845
00:00.0,5.9707994
00:00.0,8.161982
00:00.0,8.750655
00:00.0,10.737382
00:00.0,11.089978
00:00.0,10.401166
00:00.0,18.64772
00:00.0,20.145552
00:00.0,19.960234
00:00.0,13.944143
00:00.0,11.173478
00:00.0,7.57875
00:00.0,9.142262
00:00.0,7.1776376
00:00.0,7.49198
00:00.0,3.2896962
00:00.0,3.413678
00:00.0,1.6659791
00:00.0,0.80166864
00:00.0,0.63912725
00:00.0,1.1039693
00:00.0,0.8202135
00:00.0,2.5946865
00:00.0,3.9750688
00:00.0,5.7011213
00:00.0,7.337658
00:00.0,9.421631
00:00.0,8.7673
00:00.0,10.075607
00:00.0,11.946192
00:00.0,13.088546
00:00.0,18.161642
00:00.0,25.851475
00:00.0,22.942924
00:00.0,20.78522
00:00.0,12.742199
00:00.0,18.693918
00:00.0,9.469988
00:00.0,3.9809666
00:00.0,2.684223
00:00.0,8.55047
00:00.0,12.4827175
00:00.0,1.4606252
00:00.0,1.7948334
00:00.0,0.6207808
00:00.0,1.1393638
00:00.0,1.4553555
00:00.0,5.479672
00:00.0,5.382925
00:00.0,9.710128
00:00.0,12.988018
00:00.0,11.774801
00:00.0,14.545233
00:00.0,12.701903
00:00.0,18.637121
00:00.0,28.800697
00:00.0,32.43625
00:00.0,28.873976
00:00.0,23.831728
00:00.0,27.9728
00:00.0,18.54378
00:00.0,16.243834
00:00.0,22.613195
00:00.0,7.1840553
00:00.0,2.3392277
00:00.0,5.659269
00:00.0,1.408299
00:00.0,1.1292962
00:00.0,0.5595825
00:00.0,1.6628256
00:00.0,2.8903217
00:00.0,3.4552727
00:00.0,3.2987282
00:00.0,3.0321465
00:00.0,13.260075
00:00.0,17.788328
00:00.0,3.5616329
00:00.0,3.0664685
00:00.0,0.31210092
00:00.0,12.5904875
00:00.0,5.1633015
00:00.0,2.1163063
00:00.0,1.1740454
00:00.0,0.28883266
00:00.0,0.08534002
00:00.0,0.24666518
00:00.0,0.27577698
00:00.0,0.24795052
00:00.0,0.19226608
00:00.0,0.10699701
00:00.0,0.09813386
00:00.0,0.39725417
00:00.0,0.55143064
00:00.0,0.8950635
00:00.0,0.94650793
00:00.0,1.0091627
00:00.0,15.962935
00:00.0,2.4928036
00:00.0,2.5550191
00:00.0,4.028963
00:00.0,1.2687144
00:00.0,1.0758046
00:00.0,3.0342193
00:00.0,1.0121917
00:00.0,1.8295667
00:00.0,0.43559688
00:00.0,14.634302
00:00.0,15.098509
00:00.0,15.840779
00:00.0,3.7613175
00:00.0,17.947147
00:00.0,32.665497
00:00.0,12.558484
00:00.0,7.2776856
00:00.0,1.8118486
00:00.0,3.5984473
00:00.0,4.2224493
00:00.0,1.4367759
00:00.0,2.4933367
00:00.0,2.2731812
00:00.0,2.131166
00:00.0,13.757014
00:00.0,3.6559958
00:00.0,29.246496
00:00.0,11.032736
00:00.0,9.75079
00:00.0,13.2459345
00:00.0,12.430467
00:00.0,10.366931
00:00.0,4.7681394
00:00.0,6.6482944
00:00.0,9.315867
00:00.0,8.950637
00:00.0,9.210752
00:00.0,7.358079
00:00.0,4.7299633
00:00.0,4.777658
00:00.0,4.913196
00:00.0,1.4706559
00:00.0,1.7824345
00:00.0,1.6825275
00:00.0,0.9513953
00:00.0,1.7986648
00:00.0,3.5488863
00:00.0,6.1776505
00:00.0,4.419449
00:00.0,6.6219096
00:00.0,4.539266
00:00.0,3.8741384
00:00.0,4.975028
00:00.0,17.504925
00:00.0,2.6952527
00:00.0,1.4212501
00:00.0,3.9332192
00:00.0,9.342131
00:00.0,10.241114
00:00.0,18.037603
00:00.0,2.239126
00:00.0,7.2471004
00:00.0,1.2727234
00:00.0,0.5419639
00:00.0,0.542782
00:00.0,0.26615965
00:00.0,0.17118555
00:00.0,0.26349726
00:00.0,0.31392118
00:00.0,0.91850173
00:00.0,22.185646
00:00.0,-0.50267273
00:00.0,2.3146176
00:00.0,2.8753426
00:00.0,0.4402996
00:00.0,1.0262024
00:00.0,3.4951558
00:00.0,2.8155048
00:00.0,1.1781725
00:00.0,0.5660065
00:00.0,0.3414793
00:00.0,0.9065018
00:00.0,0.37945747
00:00.0,0.15963659
00:00.0,0.36344492
00:00.0,0.2759162
00:00.0,0.23723465
00:00.0,1.9422226
00:00.0,1.0995502
00:00.0,0.12890339
00:00.0,1.475986
00:00.0,0.6588166
00:00.0,0.7942416
00:00.0,0.79054475
00:00.0,1.061265
00:00.0,0.82842875
00:00.0,1.3706607
00:00.0,2.3803136
00:00.0,1.7048421
00:00.0,2.326055
00:00.0,3.3978148
00:00.0,4.7440968
00:00.0,2.017599
00:00.0,1.0745378
00:00.0,0.42819777
00:00.0,0.13402891
00:00.0,0.21679434
00:00.0,0.25888896
00:00.0,0.20194376
00:00.0,0.18256065
00:00.0,0.15823624
00:00.0,0.10879058
00:00.0,0.10409802
00:00.0,0.07511109
00:00.0,0.15510285
00:00.0,0.40728486
00:00.0,0.94399184
00:00.0,1.5932779
00:00.0,2.0043454
00:00.0,2.4252923
00:00.0,6.1573653
00:00.0,2.9261367
00:00.0,4.043326
00:00.0,5.6831026
00:00.0,12.465529
00:00.0,15.278553
00:00.0,22.505806
00:00.0,20.743309
00:00.0,31.263597
00:00.0,6.9674134
00:00.0,5.884108
00:00.0,13.814844
00:00.0,7.5009217
00:00.0,12.119822
00:00.0,32.644066
00:00.0,12.757323
00:00.0,26.740292
00:00.0,9.731449
00:00.0,12.980054
00:00.0,7.7656727
00:00.0,5.8836927
00:00.0,6.202997
00:00.0,10.858015
00:00.0,11.084979
00:00.0,14.801159
00:00.0,14.520352
00:00.0,20.07916
00:00.0,18.556684
00:00.0,19.19137
00:00.0,28.171495
00:00.0,39.41115
00:00.0,46.174107
00:00.0,38.4512
00:00.0,43.247143
00:00.0,38.465816
00:00.0,43.532757
00:00.0,38.714424
00:00.0,25.012705
00:00.0,24.220102
00:00.0,19.271597
00:00.0,7.6470923
00:00.0,1.9703963
00:00.0,2.0890567
00:00.0,5.500379
00:00.0,1.3426178
00:00.0,3.6761446
00:00.0,4.5918093
00:00.0,4.297785
00:00.0,6.683022
00:00.0,4.9948483
00:00.0,6.285663
00:00.0,12.519968
00:00.0,14.01689
00:00.0,30.298903
00:00.0,29.232767
00:00.0,15.210998
00:00.0,12.379004
00:00.0,15.548806
00:00.0,13.981247
00:00.0,9.842683
00:00.0,7.3416967
00:00.0,2.5529087
00:00.0,0.726679
00:00.0,0.10601193
00:00.0,-0.017413318
00:00.0,-0.003825307
00:00.0,-0.011919022
00:00.0,0.06813145
00:00.0,0.2161859
00:00.0,0.39186943
00:00.0,0.43495739
00:00.0,0.5494522
00:00.0,0.60228527
00:00.0,0.95109105
00:00.0,0.9314385
00:00.0,0.67577934
00:00.0,0.2952797
00:00.0,0.8197327
00:00.0,0.4159733
00:00.0,0.24432677
00:00.0,0.18916076
00:00.0,0.17571539
00:00.0,0.2314221
00:00.0,0.3864807
00:00.0,0.11633426
00:00.0,-0.011888742
00:00.0,0.046688676
00:00.0,0.30996338
00:00.0,0.23118511
00:00.0,0.043267667
00:00.0,0.023920476
00:00.0,0.15287024
00:00.0,0.5842861
00:00.0,0.6556376
00:00.0,0.7048018
00:00.0,2.6317334
00:00.0,1.3010554
00:00.0,1.3824694
00:00.0,1.6816773
00:00.0,1.5985315
00:00.0,3.0500813
00:00.0,2.5051181
00:00.0,4.238262
00:00.0,5.3470845
00:00.0,3.0442111
00:00.0,14.889783
00:00.0,34.83786
00:00.0,29.586975
00:00.0,4.0030904
00:00.0,4.128159
00:00.0,20.322865
00:00.0,15.431069
00:00.0,9.333124
00:00.0,3.4770544
00:00.0,3.1263325
00:00.0,1.7045162
00:00.0,0.721492
00:00.0,1.3015633
00:00.0,1.4599642
00:00.0,8.987676
00:00.0,5.186488
00:00.0,7.4277186
00:00.0,19.444761
00:00.0,5.4524846
00:00.0,4.5869174
00:00.0,1.4926376
00:00.0,0.7791505
00:00.0,0.24121222
00:00.0,0.14338633
00:00.0,0.15584403
00:00.0,0.2546716
00:00.0,0.23301184
00:00.0,0.55191505
00:00.0,0.28731796
00:00.0,0.34270266
00:00.0,0.19335043
00:00.0,1.0518426
00:00.0,0.76636577
00:00.0,0.1735293
00:00.0,0.23694432
00:00.0,0.8708329
00:00.0,0.7170173
00:00.0,1.4124137
00:00.0,1.6164596
00:00.0,1.1969798
00:00.0,2.1929653
00:00.0,1.3123816
00:00.0,1.5645955
00:00.0,4.667869
00:00.0,14.373276
00:00.0,26.787912
00:00.0,26.6203
00:00.0,9.9067545
00:00.0,2.8308284
00:00.0,1.2023966
00:00.0,0.3718685
00:00.0,0.74948335
00:00.0,1.0378919
00:00.0,0.19180745
00:00.0,0.003560364
00:00.0,0.061823905
00:00.0,0.19231746
00:00.0,0.173471
00:00.0,0.49883473
00:00.0,1.4864162
00:00.0,4.5177298
00:00.0,4.0715513
00:00.0,10.1047125
00:00.0,13.310815
00:00.0,12.656496
00:00.0,21.614586
00:00.0,4.097825
00:00.0,2.171158
00:00.0,5.7340016
00:00.0,1.3223076
00:00.0,0.117022485
00:00.0,0.25342292
00:00.0,0.2795975
00:00.0,0.30046833
00:00.0,0.6694253
00:00.0,0.24671942
00:00.0,2.1627474
00:00.0,0.98909974
00:00.0,0.14209697
00:00.0,1.4323354
00:00.0,0.2426641
00:00.0,0.13529715
00:00.0,0.17952383
00:00.0,0.300167
00:00.0,0.23838195
00:00.0,0.30432966
00:00.0,0.7017136
00:00.0,0.69362134
00:00.0,0.83307016
00:00.0,1.2091813
00:00.0,0.45633483
00:00.0,1.6486318
00:00.0,0.5502505
00:00.0,0.48749292
00:00.0,0.6496905
00:00.0,2.6899283
00:00.0,1.534495
00:00.0,2.2712035
00:00.0,1.8618081
00:00.0,7.5841203
00:00.0,13.4049015
00:00.0,14.385657
00:00.0,11.831743
00:00.0,11.460673
00:00.0,4.152708
00:00.0,2.8303902
00:00.0,2.1110947
00:00.0,1.7494354
00:00.0,1.0585432
00:00.0,3.6957033
00:00.0,1.7582262
00:00.0,11.516859
00:00.0,2.5034382
00:00.0,16.898556
00:00.0,5.4711227
00:00.0,2.1331635
00:00.0,2.2959962
00:00.0,15.966115
00:00.0,2.0735435
00:00.0,3.6431289
00:00.0,14.464771
00:00.0,7.7712793
00:00.0,19.353083
00:00.0,9.078034
00:00.0,8.833404
00:00.0,9.517309
00:00.0,5.4838963
00:00.0,7.8174977
00:00.0,0.9094475
00:00.0,3.088885
00:00.0,2.0177584
00:00.0,2.8316057
00:00.0,2.852106
00:00.0,4.963318
00:00.0,7.034837
00:00.0,9.490261
00:00.0,15.37763
00:00.0,8.047199
00:00.0,2.6915586
00:00.0,9.849935
00:00.0,14.406303
00:00.0,9.085052
00:00.0,15.037229
00:00.0,36.76864
00:00.0,36.899227
00:00.0,7.7003493
00:00.0,2.0688705
00:00.0,7.590057
00:00.0,7.64679
00:00.0,3.2516627
00:00.0,7.5195727
00:00.0,5.740519
00:00.0,2.2796457
00:00.0,3.0531142
00:00.0,7.3736844
00:00.0,8.737545
00:00.0,9.400916
00:00.0,13.076008
00:00.0,16.121101
00:00.0,22.025217
00:00.0,20.743547
00:00.0,20.413969
00:00.0,19.29617
00:00.0,21.46637
00:00.0,25.716024
00:00.0,30.989054
00:00.0,43.781757
00:00.0,36.33946
00:00.0,38.041718
00:00.0,23.43784
00:00.0,34.07998
00:00.0,18.423868
00:00.0,28.844286
00:00.0,24.784801
00:00.0,19.267954
00:00.0,13.8322735
00:00.0,6.6098933
00:00.0,9.778841
00:00.0,12.802235
00:00.0,16.502157
00:00.0,18.505087
00:00.0,8.870472
00:00.0,8.91433
00:00.0,18.009932
00:00.0,22.630827
00:00.0,36.107372
00:00.0,9.119374
00:00.0,2.8210588
00:00.0,3.3098495
00:00.0,0.77810216
00:00.0,12.960494
00:00.0,23.257269
00:00.0,2.766577
00:00.0,12.922369
00:00.0,20.879961
00:00.0,11.244926
00:00.0,13.08332
00:00.0,8.665239
00:00.0,18.060944
00:00.0,3.8690228
00:00.0,1.5561566
00:00.0,1.32248
00:00.0,15.640482
00:00.0,16.707947
00:00.0,22.465633
00:00.0,24.600115
00:00.0,32.257256
00:00.0,17.730913
00:00.0,16.718353
00:00.0,18.773191
00:00.0,30.010061
00:00.0,36.892838
00:00.0,43.387157
00:00.0,20.75631
00:00.0,15.831316
00:00.0,4.6798286
00:00.0,12.203532
00:00.0,22.33171
00:00.0,11.304128
00:00.0,3.1615424
00:00.0,8.0376005
00:00.0,2.7332902
00:00.0,12.810488
00:00.0,6.5554843
00:00.0,1.1354084
00:00.0,5.386257
00:00.0,11.342338
00:00.0,10.186532
00:00.0,14.248346
00:00.0,17.660162
00:00.0,20.181854
00:00.0,28.14873
00:00.0,18.097149
00:00.0,24.889322
00:00.0,23.95289
00:00.0,14.604462
00:00.0,25.24531
00:00.0,32.499767
00:00.0,17.833393
00:00.0,33.3012
00:00.0,25.47818
00:00.0,11.18361
00:00.0,10.752492
00:00.0,5.483135
00:00.0,1.2525582
00:00.0,0.26158485
00:00.0,0.034923792
00:00.0,-0.026487231
00:00.0,-0.035746634
00:00.0,-0.013220727
00:00.0,0.1226739
00:00.0,0.31268963
00:00.0,0.47455746
00:00.0,0.5952324
00:00.0,0.5027357
00:00.0,0.32535902
00:00.0,0.2719395
00:00.0,0.3506009
00:00.0,0.72561204
00:00.0,0.75436234
00:00.0,0.8349999
00:00.0,1.504153
00:00.0,0.43627644
00:00.0,0.19968939
00:00.0,1.5003479
00:00.0,0.84366304
00:00.0,0.17684954
00:00.0,0.16172534
00:00.0,0.16398442
00:00.0,0.14629397
00:00.0,0.23578063
00:00.0,0.26386306
00:00.0,0.18727836
00:00.0,0.00278461
00:00.0,0.21132964
00:00.0,0.5046372
00:00.0,0.5303764
00:00.0,0.78435755
00:00.0,1.6753478
00:00.0,2.2481484
00:00.0,1.9255655
00:00.0,3.471639
00:00.0,3.6827524
00:00.0,4.768504
00:00.0,13.602932
00:00.0,11.706078
00:00.0,7.7197075
00:00.0,7.183974
00:00.0,5.8707256
00:00.0,2.6797612
00:00.0,1.6594257
00:00.0,0.8909707
00:00.0,0.43251532
00:00.0,7.2372284
00:00.0,1.5762302
00:00.0,0.61564696
00:00.0,0.7528454
00:00.0,0.09286946
00:00.0,1.1187632
00:00.0,1.6231039
00:00.0,2.5314713
00:00.0,3.8408048
00:00.0,2.622302
00:00.0,4.143287
00:00.0,1.8463497
00:00.0,3.08207
00:00.0,13.557522
00:00.0,17.353098
00:00.0,19.150734
00:00.0,14.64016
00:00.0,14.679025
00:00.0,32.023685
00:00.0,33.868046
00:00.0,28.506348
00:00.0,29.4658
00:00.0,9.912052
00:00.0,8.169891
00:00.0,10.603609
00:00.0,16.700897
00:00.0,5.7214427
00:00.0,1.8209667
00:00.0,2.315898
00:00.0,2.7413874
00:00.0,2.3453329
00:00.0,6.5057364
00:00.0,9.513036
00:00.0,12.8217535
00:00.0,19.470877
00:00.0,19.988106
00:00.0,24.9731
00:00.0,32.445625
00:00.0,26.665567
00:00.0,8.95561
00:00.0,3.502355
00:00.0,1.1581175
00:00.0,11.936749
00:00.0,4.3517036
00:00.0,1.2155354
00:00.0,10.342521
00:00.0,12.136979
00:00.0,2.039324
00:00.0,3.1151469
00:00.0,7.560892
00:00.0,3.4368556
00:00.0,1.2616107
00:00.0,4.0929103
00:00.0,2.9434712
00:00.0,1.8996651
00:00.0,1.6293893
00:00.0,2.4222233
00:00.0,1.403625
00:00.0,4.4712567
00:00.0,24.049068
00:00.0,-0.7176787
00:00.0,6.04995
00:00.0,1.9927657
00:00.0,1.0517488
00:00.0,1.0813949
00:00.0,4.133412
00:00.0,17.364256
00:00.0,4.7449
00:00.0,1.7109492
00:00.0,1.1694906
00:00.0,0.31593335
00:00.0,0.16221628
00:00.0,0.1337227
00:00.0,0.3376497
00:00.0,0.36913836
00:00.0,0.1631113
00:00.0,0.1544117
00:00.0,0.17285421
00:00.0,0.29205996
00:00.0,1.030816
00:00.0,0.92381585
00:00.0,1.1456053
00:00.0,1.5164847
00:00.0,1.8004804
00:00.0,3.984411
00:00.0,3.861121
00:00.0,11.525604
00:00.0,10.3119955
00:00.0,6.377007
00:00.0,2.2643423
00:00.0,23.293367
00:00.0,15.34095
00:00.0,9.191144
00:00.0,8.602802
00:00.0,5.9037943
00:00.0,4.297153
00:00.0,1.2346323
00:00.0,0.8342929
00:00.0,5.9063916
00:00.0,0.48823658
00:00.0,0.8103182
00:00.0,0.26684016
00:00.0,0.45431823
00:00.0,0.9033954
00:00.0,2.0061436
00:00.0,1.9099143
00:00.0,2.165418
00:00.0,6.409469
00:00.0,3.1412308
00:00.0,2.4845188
00:00.0,4.833729
00:00.0,11.03361
00:00.0,7.7610416
00:00.0,14.666376
00:00.0,19.316631
00:00.0,3.0041726
00:00.0,1.9709835
00:00.0,0.32892296
00:00.0,2.3973575
00:00.0,8.501463
00:00.0,10.792732
00:00.0,6.81145
00:00.0,7.788434
00:00.0,2.110104
00:00.0,3.3032153
00:00.0,4.9668665
00:00.0,4.810111
00:00.0,5.4863176
00:00.0,12.836599
00:00.0,13.984965
00:00.0,25.817032
00:00.0,29.476671
00:00.0,6.406125
00:00.0,14.693898
00:00.0,15.4999
00:00.0,3.847237
00:00.0,1.7340548
00:00.0,1.1124729
00:00.0,0.21745321
00:00.0,0.29872403
00:00.0,13.427816
00:00.0,11.038766
00:00.0,6.58473
00:00.0,7.8049054
00:00.0,14.062179
00:00.0,6.4639583
00:00.0,4.071831
00:00.0,1.0632479
00:00.0,2.133002
00:00.0,1.3551614
00:00.0,4.7938843
00:00.0,2.952199
00:00.0,11.379952
00:00.0,10.161583
00:00.0,9.033407
00:00.0,6.409503
00:00.0,15.343519
00:00.0,7.709201
00:00.0,3.8656058
00:00.0,1.6199219
00:00.0,1.392175
00:00.0,2.4491074
00:00.0,6.986138
00:00.0,10.318298
00:00.0,4.043599
00:00.0,1.9671326
00:00.0,0.7986954
00:00.0,0.4470504
00:00.0,1.225012
00:00.0,2.0354235
00:00.0,0.51040816
00:00.0,0.8917734
00:00.0,4.458565
00:00.0,2.4543226
00:00.0,3.5667474
00:00.0,10.453893
00:00.0,11.111744
00:00.0,9.878704
00:00.0,14.141672
00:00.0,19.26921
00:00.0,4.0809665
00:00.0,7.170532
00:00.0,1.2950168
00:00.0,1.6610377
00:00.0,17.68211
00:00.0,18.348177
00:00.0,9.684574
00:00.0,8.755342
00:00.0,8.967643
00:00.0,7.8016677
00:00.0,2.3651335
00:00.0,3.6471317
00:00.0,0.93427473
00:00.0,2.5052295
00:00.0,0.9499448
00:00.0,0.5090365
00:00.0,0.46047485
00:00.0,1.4287988
00:00.0,1.0286891
00:00.0,1.2626579
00:00.0,1.5263642
00:00.0,1.993643
00:00.0,4.857586
00:00.0,10.177554
00:00.0,2.3893723
00:00.0,0.77243173
00:00.0,6.159836
00:00.0,14.5188675
00:00.0,22.196028
00:00.0,4.8275557
00:00.0,4.0019345
00:00.0,1.5935099
00:00.0,0.7444997
00:00.0,3.0616868
00:00.0,1.5953602
00:00.0,2.1841376
00:00.0,4.5897517
00:00.0,2.2475412
00:00.0,0.7974243
00:00.0,0.24500805
00:00.0,0.6695443
00:00.0,0.47445136
00:00.0,0.7830347
00:00.0,1.7890711
00:00.0,2.0051854
00:00.0,3.3997009
00:00.0,7.9109855
00:00.0,7.490006
00:00.0,4.114625
00:00.0,2.4950328
00:00.0,21.839964
00:00.0,7.948138
00:00.0,21.743507
00:00.0,16.468756
00:00.0,17.082941
00:00.0,13.856065
00:00.0,5.053127
00:00.0,10.008991
00:00.0,3.8636734
00:00.0,5.5192423
00:00.0,6.477991
00:00.0,1.1784077
00:00.0,0.6777383
00:00.0,0.39081198
00:00.0,0.6312595
00:00.0,1.0712099
00:00.0,0.5863004
00:00.0,2.4050975
00:00.0,16.915617
00:00.0,1.7158406
00:00.0,1.625736
00:00.0,0.8931952
00:00.0,0.22181198
00:00.0,13.147969
00:00.0,1.8384869
00:00.0,3.197058
00:00.0,0.3907431
00:00.0,1.9439757
00:00.0,10.458064
00:00.0,8.994429
00:00.0,40.25565
00:00.0,46.451668
00:00.0,44.18539
00:00.0,41.38641
00:00.0,34.959785
00:00.0,34.132244
00:00.0,18.325468
00:00.0,7.4128747
00:00.0,1.5843391
00:00.0,5.8057036
00:00.0,9.983503
00:00.0,7.6598625
00:00.0,7.671121
00:00.0,5.1162157
00:00.0,7.2044287
00:00.0,10.719961
00:00.0,13.841558
00:00.0,12.540716
00:00.0,14.743393
00:00.0,30.782112
00:00.0,40.092262
00:00.0,46.466576
00:00.0,47.48914
00:00.0,45.72835
00:00.0,37.240654
00:00.0,33.89482
00:00.0,31.590498
00:00.0,28.632599
00:00.0,32.738255
00:00.0,33.1072
