,DateTime,Power_Training_Predicted_Values,power_gen_1,power_gen_2,power_gen_3
209,00:00.0,40.696075,8.139215,18.313233750000002,14.243626249999998
210,00:00.0,44.16701,8.833402,19.8751545,15.458453499999997
211,00:00.0,37.898506,7.5797012,17.054327699999998,13.264477099999999
212,00:00.0,46.623764,9.3247528,20.9806938,16.318317399999998
213,00:00.0,44.225925,8.845184999999999,19.901666249999998,15.479073749999998
214,00:00.0,50.027508,10.0055016,22.512378599999998,17.509627799999997
215,00:00.0,44.547115,8.909423,20.046201749999998,15.591490249999998
216,00:00.0,47.345192,9.4690384,21.305336399999998,16.570817199999997
217,00:00.0,48.31196,9.662392,21.740382,16.909186
218,00:00.0,42.70593,8.541186000000001,19.217668500000002,14.9470755
219,00:00.0,33.451607,6.690321400000001,15.05322315,11.70806245
220,00:00.0,32.617264,6.5234528,14.677768799999999,11.416042399999998
221,00:00.0,42.741997,8.5483994,19.23389865,14.959698949999998
222,00:00.0,29.672934,5.934586800000001,13.352820300000001,10.3855269
223,00:00.0,20.92433,4.184866,9.4159485,7.3235155
224,00:00.0,17.85387,3.570774,8.0342415,6.2488545
225,00:00.0,5.5730247,1.1146049400000002,2.5078611150000003,1.950558645
226,00:00.0,11.0426445,2.2085289,4.969190025,3.8649255749999996
227,00:00.0,3.2378185,0.6475637000000001,1.457018325,1.133236475
228,00:00.0,0.4423769,0.08847538,0.199069605,0.154831915
229,00:00.0,0.28077272,0.056154544,0.126347724,0.09827045199999998
230,00:00.0,0.043000102,0.0086000204,0.0193500459,0.015050035699999999
231,00:00.0,0.09592539,0.019185078,0.0431664255,0.0335738865
232,00:00.0,-0.008140385,-0.0016280770000000001,-0.00366317325,-0.0028491347499999997
233,00:00.0,-0.003181577,-0.0006363154000000001,-0.00143170965,-0.00111355195
234,00:00.0,0.058413506,0.0116827012,0.0262860777,0.020444727099999997
235,00:00.0,0.07848835,0.01569767,0.0353197575,0.027470922499999998
236,00:00.0,1.8754244,0.37508488,0.8439409800000001,0.65639854
237,00:00.0,4.0741034,0.8148206800000001,1.8333465300000003,1.42593619
238,00:00.0,5.346856,1.0693712,2.4060852,1.8713995999999997
239,00:00.0,12.150165,2.430033,5.46757425,4.252557749999999
240,00:00.0,25.168787,5.0337574,11.32595415,8.809075449999998
241,00:00.0,22.214874,4.4429748,9.996693299999999,7.775205899999999
242,00:00.0,31.799467,6.359893400000001,14.30976015,11.129813449999999
243,00:00.0,35.126408,7.0252816,15.806883599999999,12.2942428
244,00:00.0,35.60424,7.120848,16.021908,12.461483999999999
245,00:00.0,39.72638,7.945276,17.876871,13.904233
246,00:00.0,30.982332,6.1964664,13.9420494,10.8438162
247,00:00.0,37.3512,7.47024,16.80804,13.072919999999998
248,00:00.0,38.31095,7.66219,17.2399275,13.408832499999999
249,00:00.0,40.715073,8.143014599999999,18.321782849999998,14.250275549999998
250,00:00.0,44.56948,8.913896,20.056266,15.599317999999998
251,00:00.0,43.663853,8.7327706,19.648733850000003,15.28234855
252,00:00.0,16.716124,3.3432248,7.522255800000001,5.8506434
253,00:00.0,21.397398,4.2794796,9.628829099999999,7.489089299999999
254,00:00.0,27.691021,5.5382042,12.46095945,9.69185735
255,00:00.0,27.374533,5.474906600000001,12.31853985,9.581086549999998
256,00:00.0,31.87504,6.375008,14.343767999999999,11.156263999999998
257,00:00.0,36.120113,7.224022600000001,16.254050850000002,12.64203955
258,00:00.0,37.072506,7.4145012,16.682627699999998,12.975377099999998
259,00:00.0,31.047218,6.2094436,13.9712481,10.8665263
260,00:00.0,44.80697,8.961394,20.1631365,15.6824395
261,00:00.0,47.477795,9.495559,21.36500775,16.61722825
262,00:00.0,54.451263,10.8902526,24.50306835,19.057942049999998
263,00:00.0,52.858074,10.5716148,23.786133300000003,18.5003259
264,00:00.0,54.723408,10.944681600000001,24.6255336,19.1531928
265,00:00.0,53.477768,10.6955536,24.0649956,18.717218799999998
266,00:00.0,52.494064,10.498812800000001,23.622328800000002,18.3729224
267,00:00.0,54.012836,10.8025672,24.3057762,18.904492599999998
268,00:00.0,53.586445,10.717289000000001,24.11390025,18.755255749999996
269,00:00.0,50.35111,10.070222000000001,22.6579995,17.6228885
270,00:00.0,50.747337,10.1494674,22.836301650000003,17.76156795
271,00:00.0,47.92875,9.58575,21.5679375,16.7750625
272,00:00.0,46.65374,9.330748,20.994183,16.328809
273,00:00.0,52.086838,10.4173676,23.439077100000002,18.2303933
274,00:00.0,53.439636,10.6879272,24.0478362,18.7038726
275,00:00.0,43.773933,8.754786600000001,19.69826985,15.32087655
276,00:00.0,26.99972,5.3999440000000005,12.149874,9.449902
277,00:00.0,16.775509,3.3551018,7.54897905,5.87142815
278,00:00.0,12.450526,2.4901052000000004,5.6027367,4.357684099999999
279,00:00.0,15.343512,3.0687024000000003,6.9045804,5.3702292
280,00:00.0,14.274417,2.8548834000000003,6.42348765,4.996045949999999
281,00:00.0,15.5879545,3.1175909,7.014579525,5.4557840749999995
282,00:00.0,20.53376,4.106752,9.240192,7.186815999999999
283,00:00.0,17.477974,3.4955948,7.8650883,6.1172908999999995
284,00:00.0,29.594275,5.918855000000001,13.31742375,10.35799625
285,00:00.0,36.617294,7.323458800000001,16.4777823,12.816052899999999
286,00:00.0,40.96065,8.19213,18.432292500000003,14.3362275
287,00:00.0,41.96224,8.392448,18.883008,14.686784
288,00:00.0,46.26569,9.253138,20.8195605,16.192991499999998
289,00:00.0,48.968018,9.7936036,22.0356081,17.1388063
290,00:00.0,46.410187,9.2820374,20.884584150000002,16.24356545
291,00:00.0,40.396614,8.0793228,18.1784763,14.138814899999998
292,00:00.0,41.68672,8.337344,18.759024,14.590352
293,00:00.0,43.795322,8.7590644,19.7078949,15.328362699999998
294,00:00.0,39.40982,7.881964000000001,17.734419000000003,13.793437
295,00:00.0,36.96782,7.393564000000001,16.635519000000002,12.938737
296,00:00.0,37.559628,7.5119256,16.9018326,13.145869799999998
297,00:00.0,35.47692,7.095384,15.964614000000001,12.416922
298,00:00.0,33.87851,6.775702,15.2453295,11.8574785
299,00:00.0,23.899433,4.7798866,10.75474485,8.36480155
300,00:00.0,14.700897,2.9401794,6.61540365,5.145313949999999
301,00:00.0,9.389165,1.877833,4.22512425,3.28620775
302,00:00.0,20.285069,4.0570138,9.12828105,7.099774149999999
303,00:00.0,21.514013,4.3028026,9.68130585,7.529904549999999
304,00:00.0,17.80182,3.560364,8.010819,6.230637
305,00:00.0,17.118013,3.4236026000000006,7.703105850000001,5.99130455
306,00:00.0,17.651335,3.5302670000000003,7.94310075,6.177967249999999
307,00:00.0,16.24867,3.249734,7.3119015,5.6870345
308,00:00.0,12.15627,2.431254,5.4703215,4.254694499999999
309,00:00.0,19.769352,3.9538704000000005,8.8962084,6.9192732
310,00:00.0,25.418453,5.083690600000001,11.43830385,8.896458549999998
311,00:00.0,19.648634,3.9297268000000005,8.841885300000001,6.8770219
312,00:00.0,18.76381,3.752762,8.4437145,6.567333499999999
313,00:00.0,21.100351,4.2200702,9.49515795,7.385122849999999
314,00:00.0,28.772923,5.7545846,12.947815349999999,10.070523049999998
315,00:00.0,26.720238,5.3440476,12.0241071,9.352083299999999
316,00:00.0,24.987541,4.9975082,11.24439345,8.74563935
317,00:00.0,27.703465,5.540693000000001,12.466559250000001,9.696212749999999
318,00:00.0,29.720268,5.9440536,13.374120600000001,10.4020938
319,00:00.0,21.7079,4.3415799999999996,9.768555,7.597764999999999
320,00:00.0,14.111608,2.8223216000000004,6.3502236000000005,4.939062799999999
321,00:00.0,18.953537,3.7907074000000005,8.52909165,6.6337379499999996
322,00:00.0,11.33342,2.266684,5.100039000000001,3.966697
323,00:00.0,17.092247,3.4184494,7.69151115,5.98228645
324,00:00.0,7.2530155,1.4506031000000001,3.263856975,2.5385554249999998
325,00:00.0,3.7339308,0.7467861600000001,1.68026886,1.30687578
326,00:00.0,10.521942,2.1043884,4.7348739,3.6826796999999996
327,00:00.0,17.299555,3.4599110000000004,7.784799750000001,6.05484425
328,00:00.0,10.855537,2.1711074,4.88499165,3.7994379499999997
329,00:00.0,16.790747,3.3581494000000003,7.55583615,5.876761449999999
330,00:00.0,11.745179,2.3490358000000002,5.28533055,4.11081265
331,00:00.0,18.873259,3.7746518000000004,8.49296655,6.60564065
332,00:00.0,24.72015,4.944030000000001,11.1240675,8.6520525
333,00:00.0,18.194952,3.6389904000000004,8.187728400000001,6.3682332
334,00:00.0,27.407753,5.4815506,12.33348885,9.59271355
335,00:00.0,34.301792,6.8603584,15.4358064,12.0056272
336,00:00.0,45.060947,9.0121894,20.27742615,15.771331449999998
337,00:00.0,48.326756,9.665351200000002,21.7470402,16.9143646
338,00:00.0,49.712856,9.942571200000001,22.3707852,17.3994996
339,00:00.0,47.08486,9.416972,21.188187,16.479701
340,00:00.0,40.660713,8.1321426,18.297320850000002,14.23124955
341,00:00.0,40.29046,8.058092,18.130707,14.101661
342,00:00.0,39.48591,7.897182,17.7686595,13.820068499999998
343,00:00.0,29.922384,5.9844768,13.465072800000002,10.4728344
344,00:00.0,21.53459,4.3069180000000005,9.690565500000002,7.5371065
345,00:00.0,10.145603,2.0291206,4.56552135,3.5509610499999997
346,00:00.0,18.663486,3.7326972,8.3985687,6.532220099999999
347,00:00.0,28.814806,5.7629612,12.9666627,10.085182099999999
348,00:00.0,10.441925,2.088385,4.69886625,3.6546737499999997
349,00:00.0,12.135224,2.4270448,5.460850799999999,4.2473284
350,00:00.0,8.95801,1.7916020000000001,4.0311045,3.1353034999999996
351,00:00.0,23.32999,4.665998,10.498495499999999,8.1654965
352,00:00.0,8.496348,1.6992696,3.8233566,2.9737217999999994
353,00:00.0,21.1238,4.22476,9.50571,7.393329999999999
354,00:00.0,4.154581,0.8309162000000001,1.8695614500000002,1.45410335
355,00:00.0,7.8830414,1.57660828,3.54736863,2.7590644899999996
356,00:00.0,1.590786,0.31815720000000003,0.7158537,0.5567751
357,00:00.0,0.74329334,0.14865866800000002,0.334482003,0.260152669
358,00:00.0,5.828244,1.1656488,2.6227098,2.0398853999999997
359,00:00.0,17.182365,3.4364730000000003,7.7320642500000005,6.01382775
360,00:00.0,41.920033,8.3840066,18.86401485,14.672011549999997
361,00:00.0,17.815378,3.5630756,8.0169201,6.2353822999999995
362,00:00.0,30.819859,6.163971800000001,13.86893655,10.78695065
363,00:00.0,31.7819,6.356380000000001,14.301855,11.123664999999999
364,00:00.0,20.186903,4.0373806000000005,9.08410635,7.06541605
365,00:00.0,23.546255,4.709251,10.595814749999999,8.24118925
366,00:00.0,25.309011,5.061802200000001,11.38905495,8.85815385
367,00:00.0,26.814285,5.362857000000001,12.066428250000001,9.38499975
368,00:00.0,31.580927,6.3161854,14.211417149999999,11.05332445
369,00:00.0,26.823082,5.3646164,12.0703869,9.3880787
370,00:00.0,27.077023,5.4154046000000005,12.18466035,9.47695805
371,00:00.0,15.799261,3.1598522,7.10966745,5.529741349999999
372,00:00.0,22.215675,4.443135000000001,9.997053750000001,7.77548625
373,00:00.0,22.032017,4.4064034,9.91440765,7.711205949999999
374,00:00.0,22.50805,4.50161,10.1286225,7.8778175
375,00:00.0,26.747272,5.3494544,12.0362724,9.361545199999998
376,00:00.0,23.667582,4.7335164,10.6504119,8.283653699999999
377,00:00.0,26.3378,5.2675600000000005,11.852010000000002,9.21823
378,00:00.0,27.696781,5.5393562,12.46355145,9.69387335
379,00:00.0,36.411972,7.2823944,16.3853874,12.744190199999998
380,00:00.0,25.252699,5.0505398,11.363714550000001,8.83844465
381,00:00.0,40.87095,8.174190000000001,18.3919275,14.3048325
382,00:00.0,41.26862,8.253724,18.570879,14.444016999999999
383,00:00.0,44.198544,8.8397088,19.8893448,15.469490399999998
384,00:00.0,40.80571,8.161142,18.3625695,14.281998499999998
385,00:00.0,42.290173,8.458034600000001,19.03057785,14.80156055
386,00:00.0,28.994453,5.7988906,13.04750385,10.14805855
387,00:00.0,19.736486,3.9472972,8.8814187,6.9077701
388,00:00.0,24.648232,4.9296464,11.091704400000001,8.6268812
389,00:00.0,29.292707,5.8585414,13.18171815,10.25244745
390,00:00.0,17.497437,3.4994874000000005,7.873846650000001,6.12410295
391,00:00.0,17.511177,3.5022354,7.88002965,6.12891195
392,00:00.0,13.826665,2.765333,6.2219992500000005,4.83933275
393,00:00.0,10.42223,2.0844460000000002,4.6900035,3.6477805
394,00:00.0,19.347963,3.8695926000000003,8.70658335,6.7717870499999995
395,00:00.0,10.072156,2.0144312,4.5324702,3.5252546
396,00:00.0,5.488025,1.0976050000000002,2.4696112500000003,1.92080875
397,00:00.0,5.3038607,1.06077214,2.3867373150000004,1.856351245
398,00:00.0,4.443436,0.8886872000000001,1.9995462000000002,1.5552025999999999
399,00:00.0,2.9643574,0.59287148,1.33396083,1.03752509
400,00:00.0,1.637512,0.3275024,0.7368804000000001,0.5731292
401,00:00.0,2.1106074,0.42212148000000005,0.9497733300000001,0.73871259
402,00:00.0,1.3928425,0.2785685,0.626779125,0.48749487499999994
403,00:00.0,0.61320084,0.122640168,0.275940378,0.214620294
404,00:00.0,3.3293715,0.6658743,1.4982171750000002,1.165280025
405,00:00.0,2.7861803,0.55723606,1.2537811349999999,0.9751631049999999
406,00:00.0,12.261958,2.4523916000000003,5.5178811,4.291685299999999
407,00:00.0,33.52021,6.704042,15.084094499999999,11.732073499999998
