DateTime,Power_predicted_values
2024-01-23 18:00:00,0.04674685
2024-01-23 19:00:00,0.4061429
2024-01-23 20:00:00,0.8142006
2024-01-23 21:00:00,0.28654087
2024-01-23 22:00:00,0.70939434
2024-01-23 23:00:00,0.6021171
2024-01-24 00:00:00,6.4942317
2024-01-24 01:00:00,14.142361
2024-01-24 02:00:00,20.266476
2024-01-24 03:00:00,26.843904
2024-01-24 04:00:00,41.01449
2024-01-24 05:00:00,48.50604
2024-01-24 06:00:00,36.30765
2024-01-24 07:00:00,16.635946
2024-01-24 08:00:00,6.1607947
2024-01-24 09:00:00,10.646768
2024-01-24 10:00:00,3.46217
2024-01-24 11:00:00,6.001203
2024-01-24 12:00:00,8.505343
2024-01-24 13:00:00,10.627125
2024-01-24 14:00:00,1.2813487
2024-01-24 15:00:00,8.555731
2024-01-24 16:00:00,21.220339
2024-01-24 17:00:00,19.750273
2024-01-24 18:00:00,3.8081596
2024-01-24 19:00:00,8.395093
2024-01-24 20:00:00,6.705519
2024-01-24 21:00:00,4.8383374
2024-01-24 22:00:00,10.154026
2024-01-24 23:00:00,14.33241
2024-01-25 00:00:00,30.554476
2024-01-25 01:00:00,49.92178
2024-01-25 02:00:00,51.457882
2024-01-25 03:00:00,55.386818
2024-01-25 04:00:00,56.18939
2024-01-25 05:00:00,56.28205
2024-01-25 06:00:00,54.580914
2024-01-25 07:00:00,44.946793
2024-01-25 08:00:00,51.67969
2024-01-25 09:00:00,38.554726
2024-01-25 10:00:00,45.250454
2024-01-25 11:00:00,37.569042
2024-01-25 12:00:00,40.466324
2024-01-25 13:00:00,37.705956
2024-01-25 14:00:00,42.900364
2024-01-25 15:00:00,36.94398
2024-01-25 16:00:00,13.131753
2024-01-25 17:00:00,36.893307
2024-01-25 18:00:00,36.64505
2024-01-25 19:00:00,14.518293
2024-01-25 20:00:00,23.220034
2024-01-25 21:00:00,15.507597
2024-01-25 22:00:00,11.351875
2024-01-25 23:00:00,9.836576
2024-01-26 00:00:00,0.9883777
2024-01-26 01:00:00,12.667812
2024-01-26 02:00:00,30.411453
2024-01-26 03:00:00,34.282036
2024-01-26 04:00:00,47.289257
2024-01-26 05:00:00,19.175112
2024-01-26 06:00:00,41.279312
2024-01-26 07:00:00,34.281155
2024-01-26 08:00:00,22.754148
2024-01-26 09:00:00,25.081734
2024-01-26 10:00:00,27.74377
2024-01-26 11:00:00,35.51727
2024-01-26 12:00:00,20.914806
2024-01-26 13:00:00,19.66231
2024-01-26 14:00:00,23.142712
2024-01-26 15:00:00,6.713994
2024-01-26 16:00:00,0.94398296
2024-01-26 17:00:00,0.05518323
2024-01-26 18:00:00,0.9865544
2024-01-26 19:00:00,1.645196
2024-01-26 20:00:00,1.3136675
2024-01-26 21:00:00,2.4019797
2024-01-26 22:00:00,2.8800492
2024-01-26 23:00:00,2.549974
2024-01-27 00:00:00,2.4987001
2024-01-27 01:00:00,0.9368489
2024-01-27 02:00:00,0.6416203
2024-01-27 03:00:00,0.24496609
2024-01-27 04:00:00,0.059844613
2024-01-27 05:00:00,0.08730674
2024-01-27 06:00:00,0.16818282
2024-01-27 07:00:00,0.19123274
2024-01-27 08:00:00,0.48668978
